"Range Name","fe__draw_count.sum","fe__draw_count.sum.peak_sustained","fe__draw_count.sum.per_second","fe__draw_count.avg","fe__draw_count.avg.per_cycle_elapsed","fe__draw_count.avg.per_second","fe__draw_count.avg.pct_of_peak_sustained_elapsed","fe__draw_count.avg.peak_sustained","fe__output_ops_cmd_go_idle.sum","fe__output_ops_cmd_go_idle.sum.peak_sustained","fe__output_ops_cmd_go_idle.sum.per_second","fe__output_ops_cmd_go_idle.avg","fe__output_ops_cmd_go_idle.avg.per_cycle_elapsed","fe__output_ops_cmd_go_idle.avg.per_second","fe__output_ops_cmd_go_idle.avg.pct_of_peak_sustained_elapsed","fe__output_ops_cmd_go_idle.avg.peak_sustained","gpu__time_duration.sum","gpu__time_duration.sum.peak_sustained","gpu__time_duration.sum.per_second","gpu__time_duration.avg","gpu__time_duration.avg.per_cycle_elapsed","gpu__time_duration.avg.per_second","gpu__time_duration.avg.pct_of_peak_sustained_elapsed","gpu__time_duration.avg.peak_sustained","gr__cycles_active.sum","gr__cycles_active.sum.peak_sustained","gr__cycles_active.sum.per_second","gr__cycles_active.avg","gr__cycles_active.avg.per_cycle_elapsed","gr__cycles_active.avg.per_second","gr__cycles_active.avg.pct_of_peak_sustained_elapsed","gr__cycles_active.avg.peak_sustained","gr__dispatch_count.sum","gr__dispatch_count.sum.peak_sustained","gr__dispatch_count.sum.per_second","gr__dispatch_count.avg","gr__dispatch_count.avg.per_cycle_elapsed","gr__dispatch_count.avg.per_second","gr__dispatch_count.avg.pct_of_peak_sustained_elapsed","gr__dispatch_count.avg.peak_sustained","pda__input_prims.sum","pda__input_prims.sum.peak_sustained","pda__input_prims.sum.per_second","pda__input_prims.avg","pda__input_prims.avg.per_cycle_elapsed","pda__input_prims.avg.per_second","pda__input_prims.avg.pct_of_peak_sustained_elapsed","pda__input_prims.avg.peak_sustained","prop__prop2crop_pixels_realtime.sum","prop__prop2crop_pixels_realtime.sum.peak_sustained","prop__prop2crop_pixels_realtime.sum.per_second","prop__prop2crop_pixels_realtime.avg","prop__prop2crop_pixels_realtime.avg.per_cycle_elapsed","prop__prop2crop_pixels_realtime.avg.per_second","prop__prop2crop_pixels_realtime.avg.pct_of_peak_sustained_elapsed","prop__prop2crop_pixels_realtime.avg.peak_sustained","prop__prop2zrop_pixels_realtime.sum","prop__prop2zrop_pixels_realtime.sum.peak_sustained","prop__prop2zrop_pixels_realtime.sum.per_second","prop__prop2zrop_pixels_realtime.avg","prop__prop2zrop_pixels_realtime.avg.per_cycle_elapsed","prop__prop2zrop_pixels_realtime.avg.per_second","prop__prop2zrop_pixels_realtime.avg.pct_of_peak_sustained_elapsed","prop__prop2zrop_pixels_realtime.avg.peak_sustained","crop__throughput.avg.pct_of_peak_sustained_elapsed","dram__throughput.avg.pct_of_peak_sustained_elapsed","l1tex__throughput.avg.pct_of_peak_sustained_elapsed","lts__throughput.avg.pct_of_peak_sustained_elapsed","pcie__throughput.avg.pct_of_peak_sustained_elapsed","pda__throughput.avg.pct_of_peak_sustained_elapsed","pes__throughput.avg.pct_of_peak_sustained_elapsed","prop__throughput.avg.pct_of_peak_sustained_elapsed","raster__throughput.avg.pct_of_peak_sustained_elapsed","sm__throughput.avg.pct_of_peak_sustained_elapsed","vaf__throughput.avg.pct_of_peak_sustained_elapsed","vpc__throughput.avg.pct_of_peak_sustained_elapsed","zrop__throughput.avg.pct_of_peak_sustained_elapsed",
"Frame",15,1,1299.91,15,1.16345e-06,1299.91,0.000116345,1,7,1,606.625,7,5.42946e-07,606.625,5.42946e-05,1,1.15392e+07,10,1e+09,1.15392e+07,0.895026,1e+09,8.95026,10,1.25812e+07,1,1.09029e+09,1.25812e+07,0.975843,1.09029e+09,97.5843,1,1,1,86.6607,1,7.75637e-08,86.6607,7.75637e-06,1,1.27951e+07,16,1.10884e+09,1.27951e+07,0.992437,1.10884e+09,6.20273,16,1.69658e+07,48,1.47027e+09,5.65526e+06,0.371637,4.90089e+08,2.32273,16,1.4389e+07,192,1.24696e+09,4.79633e+06,0.315192,4.15654e+08,0.492488,64,12.7863,9.94632,11.1778,40.7043,5.33591,9.91615,0,11.374,27.4259,13.924,0.0414596,28.09,18.9645,
"Frame/GrassDraw",2,1,351.309,2,3.14498e-07,351.309,3.14498e-05,1,0,1,0,0,0,0,0,1,5.69299e+06,10,1e+09,5.69299e+06,0.895217,1e+09,8.95217,10,6.35934e+06,1,1.11705e+09,6.35934e+06,1,1.11705e+09,100,1,0,1,0,0,0,0,0,1,1.27613e+07,16,2.24158e+09,1.27613e+07,2.0067,2.24158e+09,12.5419,16,9.98912e+06,48,1.75463e+09,3.32971e+06,0.443927,5.84878e+08,2.77455,16,1.26651e+07,192,2.22468e+09,4.2217e+06,0.56285,7.4156e+08,0.879454,64,22.0363,11.9041,23.6007,76.1587,3.19176,20.0544,0,22.1665,55.2221,29.7222,0,57.0023,34.45,
